읍면동명,요일,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
가락동,금요일,0.5249140472772325,0.5602001895471803,0.4716333646161074,0.5860145742422508,0.3638561694640263,0.38122973260028775,0.41181720884568335,0.36338272480765343,0.55032833154944,0.40290454563979683,0.46106418615684563,0.6079720351458969,0.5470271935199059,0.4633988355166993,0.5907086565555674,0.5422374140513444,0.5124332989750954,0.453323908228659,0.4635371348098083,0.49868003832227237,0.4889553645741528,0.42650440812809987,0.5094151571227004,0.5053345684250692
가락동,목요일,0.587618273396967,0.689166420389792,0.5660744856976505,0.4953818655479948,0.47351934799332,0.4045763901402538,0.4311685700621256,0.4083332305919318,0.48260128906006966,0.5741516838382189,0.4973050342035574,0.4858140960377205,0.4963414755729116,0.5198741006050119,0.4684873047420336,0.3968711182814844,0.37392377575340274,0.3643263810242379,0.49904118777773593,0.5236103289668949,0.4412277951023048,0.46185926176801767,0.5079283122761205,0.6613148217461043
가락동,수요일,0.49232158337078735,0.5658732384065526,0.41859244733361906,0.6133634993274117,0.34776702275523846,0.5317113940616006,0.43553806786374044,0.4204928715467146,0.548427384850464,0.39612255379079736,0.4439609706594638,0.3176396383601393,0.5884353356993641,0.5160475714040387,0.4697727446983138,0.42781774538904993,0.42851595008933385,0.49548964833592035,0.4198335626955534,0.4946066342330509,0.4759598175449653,0.49071179159376294,0.44215793134843834,0.5186670770593953
가락동,월요일,0.42120076642975096,0.47185164393602164,0.5118743156748183,0.5634284951797482,0.504647262511351,0.5817592167326502,0.4098403451799822,0.4002476087458517,0.46102105026373197,0.3878165506413881,0.4663887738733693,0.4514625050801116,0.5325743297354532,0.4366095955770248,0.5323795640187692,0.5123536316619952,0.4551916709229167,0.39477363653510883,0.43745113078526826,0.4605784170292927,0.5142964293000202,0.4789309595539693,0.45689905438680334,0.6615876950564569
가락동,일요일,0.5944587386375104,0.48112058556484694,0.45272506509938604,0.4346367028650917,0.7220956605397346,0.5332380626193303,0.5148260172371848,0.8152459201336989,0.46965884375531886,0.42834328133538213,0.5327965004594993,0.4098077325909382,0.47823480174682975,0.473999297606929,0.49362117460160077,0.5615222541944815,0.395786152017141,0.4311465488700151,0.5228630910228775,0.4734888704821887,0.541145483257568,0.44108568257212255,0.446136238875268,0.5070887588742409
가락동,토요일,0.5979092264449644,0.5767414913249453,0.44806461272843284,0.40382700183434994,0.5162438081037404,0.3631473499826876,0.626799787143826,0.4077587838550377,0.38817615518576387,0.4733915589571714,0.4344417924775369,0.4787621527430625,0.47734891282805736,0.5988218036162165,0.4364876845850014,0.42233215135421726,0.5256821702185854,0.5068221857506139,0.568389752097774,0.5351464894181941,0.4527123088650005,0.45632995304200685,0.4774017640342357,0.49232289672328
가락동,화요일,0.4664873702635898,0.4894908666030018,0.5102478064553652,0.4185419559483038,0.4103834487178408,0.4906496385553204,0.2916793147667815,0.49762192845865816,0.4716301590265737,0.5162669712086031,0.4045316640002836,0.40167793503241844,0.5025002543310395,0.44994153728832753,0.5734249868126937,0.47332367123937646,0.5189665585369283,0.5944663273108994,0.45324632944075355,0.45262018229370554,0.4750836165667432,0.44171480365547716,0.5137840629953676,0.48328713255023376
가리봉동,금요일,0.6003069479763744,0.7361858239959713,,0.47894254348947934,0.3740168618797035,0.42361481011933017,0.8079765966144641,0.38972561769234143,0.5758498224251649,0.48333202866714403,0.3863700224338891,0.33681080763948745,0.6973692323072873,0.3306559865612429,0.3998612005615687,0.4658900195425453,0.3131110550455748,0.48971388625360796,0.4035632467421569,0.49829333586193336,0.3966093241148124,0.6667194531367046,0.219959266802444,0.1163575042158516
가리봉동,목요일,0.7399267399267399,0.625,,0.5457331621409514,0.7231051027445513,0.4027177505726274,0.4603332061992685,0.3944190681203522,0.37660125018264123,0.37803431428670353,0.3253711122130412,0.4683971163311351,0.4532870154501163,0.4068924901093585,0.5767781171336241,0.407208411740116,0.5038706899509952,0.3607150498196712,0.5211901915792726,0.36266376411599555,0.28224359305336133,0.43598262825527645,0.36907904054406654,0.5970784946801996
가리봉동,수요일,0.7672834813546109,0.7200052565180824,0.6683115069700697,0.36548223350253806,0.42707001065934413,0.5352348500081701,0.6049229562309796,0.3839346483684618,0.45777077570361685,0.46258317789362585,0.35135043352933426,0.6103994650815507,0.42581431437363637,0.4690157007480037,0.3863538411365628,0.42339057545273634,0.7167567187005385,0.35507325100281756,0.44013307529586515,0.4574965192490059,0.40692730854288506,0.4677125212662577,0.42793299767490295,0.4326233400825201
가리봉동,월요일,0.347330176130923,0.7814213940387038,1.0025083612040133,0.43773612624682334,0.44776119402985076,0.5399619686840089,0.5555555555555556,0.7708252757185828,0.3458345305316696,0.3461392819762102,0.5912461678203926,0.2859697239965424,0.3962609556354434,0.5526357899845968,0.5405225158272237,0.4270593673882014,0.6402066958034933,0.33175381002158383,0.4622004413762181,0.45757817816770957,0.48728058264426377,0.48837233665666907,0.39389781308096145,0.40976339843659504
가리봉동,일요일,0.5412757152920625,0.4958812260536399,0.6661080854629242,0.7894736842105263,0.6486486486486486,0.42152053954629065,0.23667306461932183,,0.4109998578050579,0.5889535301300007,0.5922380716949205,0.44501924048786046,0.2678944441210898,0.7674899166310979,0.476324109754468,0.4696885099928283,0.3619960874945978,0.38470477418157095,0.3668545064659083,0.4174915020424436,0.667778536412657,0.46799787835829376,0.47475953419651246,0.5062126912075613
