읍면동명,영유아 및 어린이,10대,20대,30대,40대,50대,60대,70대,80대 이상
도림동,2.07667731629393,2.07667731629393,7.987220447284344,8.30670926517572,12.140575079872203,18.210862619808307,14.856230031948881,15.175718849840255,19.169329073482427
도봉동,2.2718214428058987,2.7899561578318055,6.57632522917497,4.942208051016341,8.290155440414509,17.138302112395376,21.16381028298127,21.323236349143084,15.504184934236747
도선동,0.3703703703703704,3.7037037037037033,17.40740740740741,11.481481481481481,10.37037037037037,16.296296296296298,15.555555555555555,13.333333333333334,11.481481481481481
도원동,1.2422360248447204,1.8633540372670807,4.968944099378882,5.590062111801243,8.695652173913043,14.285714285714285,21.73913043478261,20.496894409937887,21.11801242236025
도화동,2.057142857142857,4.914285714285714,11.771428571428572,12.685714285714287,9.828571428571427,14.17142857142857,15.657142857142858,14.057142857142857,14.857142857142858
독산동,2.511078286558346,2.7326440177252587,9.82274741506647,9.379615952732644,10.881339241752832,18.906942392909897,18.29148202855736,15.805022156573118,11.669128508124077
돈암동,3.2541776605101145,5.628847845206685,6.33245382585752,6.156552330694811,10.11433597185576,14.599824098504838,14.511873350923482,20.756376429199648,18.64555848724714
돈의동,0.0,0.9803921568627451,7.8431372549019605,3.9215686274509802,13.725490196078432,20.588235294117645,23.202614379084967,19.934640522875817,9.803921568627452
동교동,0.2985074626865672,11.791044776119403,41.19402985074627,12.388059701492537,8.955223880597014,8.507462686567164,6.567164179104477,6.26865671641791,4.029850746268656
동빙고동,1.4184397163120568,6.382978723404255,12.76595744680851,13.47517730496454,9.929078014184398,14.184397163120568,14.893617021276595,10.638297872340425,16.312056737588655
동선동1가,1.092896174863388,14.207650273224044,28.96174863387978,8.743169398907105,8.743169398907105,11.475409836065573,14.207650273224044,5.46448087431694,7.103825136612022
동선동2가,1.282051282051282,7.6923076923076925,37.17948717948718,12.82051282051282,6.41025641025641,14.102564102564102,6.41025641025641,3.8461538461538463,10.256410256410255
동선동3가,0.0,7.228915662650602,21.686746987951807,10.843373493975903,9.63855421686747,12.048192771084338,3.614457831325301,16.867469879518072,18.072289156626507
