Distance_lv,출동시,현장거리,소요시간(분),거리(km)/시간(분)
4km이하,12.866702596092102,1.9869897257132374,5.732329985016665,0.4117040155387006
4km 초과 15km이하,14.310527816152446,6.29911409337105,16.323304022396186,0.49441171572100656
15km 초과 100km이하,14.387900355871887,32.992170818505336,56.38732418234198,0.6562828713951487
100km 초과,13.142857142857142,151.14285714285714,149.65714285714284,1.1307983480882793
